#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2021 01 22 08 00  90  9.0 11.0    MM    MM    MM  MM 1020.6  23.7  23.8  20.8   MM +1.2    MM
2021 01 22 07 50  90  9.0 11.0   2.2     8   6.0  75 1020.5  23.6    MM  20.7   MM   MM    MM
2021 01 22 07 40  90  8.0 11.0    MM    MM    MM  MM 1020.5  23.7  23.8  20.8   MM   MM    MM
2021 01 22 07 30  90  8.0 11.0    MM    MM    MM  MM 1020.5  23.7    MM  20.6   MM   MM    MM
2021 01 22 07 20  90  8.0 11.0    MM    MM    MM  MM 1020.5  23.7    MM  20.7   MM   MM    MM
2021 01 22 07 10  90  8.0 10.0    MM    MM    MM  MM 1020.5  23.7  23.8  20.6   MM   MM    MM
2021 01 22 07 00  90  8.0 10.0    MM    MM    MM  MM 1020.5  23.4  23.8  20.5   MM +1.7    MM
2021 01 22 06 50  90  8.0 10.0   2.1     8   5.9  77 1020.5  23.5  23.8  20.8   MM   MM    MM
2021 01 22 06 40  80  8.0  9.0    MM    MM    MM  MM 1020.4  23.5  23.8  20.7   MM   MM    MM
2021 01 22 06 30  90  8.0  9.0    MM    MM    MM  MM 1020.2  23.7  23.8  21.0   MM   MM    MM
2021 01 22 06 20  90  7.0  9.0    MM    MM    MM  MM 1020.2  23.8  23.8  20.7   MM   MM    MM
2021 01 22 06 10  90  8.0  9.0    MM    MM    MM  MM 1020.1  23.7  23.8  20.3   MM   MM    MM
2021 01 22 06 00  90  8.0 10.0    MM    MM    MM  MM 1019.9  23.9  23.8  20.7   MM +1.6    MM
2021 01 22 05 50  80  8.0  9.0   2.2     9   6.4  64 1019.8  23.8  23.8  20.5   MM   MM    MM
2021 01 22 05 40  80  8.0  9.0   2.2    MM   6.4  64 1019.7  23.9  23.8  20.4   MM   MM    MM
2021 01 22 05 30  90  8.0 10.0    MM    MM    MM  MM 1019.6  23.9  23.8  20.2   MM   MM    MM
2021 01 22 05 20  90  8.0  9.0    MM    MM    MM  MM 1019.5  23.8  23.8  20.1   MM   MM    MM
2021 01 22 05 10  90  8.0 11.0    MM    MM    MM  MM 1019.5  23.9  23.8  20.1   MM   MM    MM
2021 01 22 05 00  90  8.0 10.0    MM    MM    MM  MM 1019.3  23.8  23.8  20.2   MM +1.1    MM
2021 01 22 04 50  90  8.0 10.0   2.0     8   6.2  60 1019.2  23.8  23.8  20.4   MM   MM    MM
2021 01 22 04 40  90  8.0 10.0    MM    MM    MM  MM 1019.2  24.0  23.8  20.5   MM   MM    MM
2021 01 22 04 30  90  8.0 10.0    MM    MM    MM  MM 1019.1  23.9  23.8  20.2   MM   MM    MM
2021 01 22 04 20  90  8.0 11.0    MM    MM    MM  MM 1018.9  23.9  23.8  20.3   MM   MM    MM
2021 01 22 04 10  90  8.0 10.0    MM    MM    MM  MM 1018.8  23.8  23.8  20.2   MM   MM    MM
2021 01 22 04 00  90  7.0  9.0    MM    MM    MM  MM 1018.7  23.8  23.8  20.4   MM +0.5    MM
2021 01 22 03 50  90  7.0  9.0   1.9     8   6.2  65 1018.5  24.0  23.8  20.5   MM   MM    MM
2021 01 22 03 40  90  7.0  9.0    MM    MM    MM  MM 1018.4  23.9  23.8  20.4   MM   MM    MM
2021 01 22 03 30  90  6.0  8.0    MM    MM    MM  MM 1018.4  23.9  23.8  20.5   MM   MM    MM
2021 01 22 03 20  90  7.0  8.0    MM    MM    MM  MM 1018.3  23.8  23.8  20.4   MM   MM    MM
2021 01 22 03 10  80  6.0  8.0    MM    MM    MM  MM 1018.2  23.8  23.8  20.7   MM   MM    MM
2021 01 22 03 00  80  6.0  8.0    MM    MM    MM  MM 1018.2  23.7  23.8  20.6   MM +0.0    MM
2021 01 22 02 50  80  6.0  8.0   2.0     8   6.2  54 1018.3  23.7  23.8  20.3   MM   MM    MM
2021 01 22 02 40  80  6.0  8.0    MM    MM    MM  MM 1018.4  23.6  23.8  20.1   MM   MM    MM
2021 01 22 02 30  80  7.0  8.0    MM    MM    MM  MM 1018.2  23.8  23.8  20.2   MM   MM    MM
2021 01 22 02 20  80  7.0  8.0    MM    MM    MM  MM 1018.2  23.8  23.8  20.0   MM   MM    MM
2021 01 22 02 10  80  7.0  9.0    MM    MM    MM  MM 1018.2  23.7  23.8  19.8   MM   MM    MM
2021 01 22 02 00  80  7.0  9.0    MM    MM    MM  MM 1018.2  23.8  23.8  19.9   MM -0.9    MM
2021 01 22 01 50  80  6.0  8.0   1.9     9   6.3  48 1018.1  23.8  23.8  20.0   MM   MM    MM
2021 01 22 01 40  80  6.0  8.0    MM    MM    MM  MM 1018.1  23.8  23.9  19.9   MM   MM    MM
2021 01 22 01 30  90  7.0  8.0    MM    MM    MM  MM 1018.1  23.8  23.9  19.7   MM   MM    MM
2021 01 22 01 20  80  6.0  8.0    MM    MM    MM  MM 1018.2  23.8  23.9  19.8   MM   MM    MM
2021 01 22 01 10  80  6.0  8.0    MM    MM    MM  MM 1018.1  23.7  23.8  19.5   MM   MM    MM
2021 01 22 01 00  80  6.0  8.0    MM    MM    MM  MM 1018.1  23.7  23.8  19.5   MM -1.6    MM
2021 01 22 00 50  80  6.0  8.0   1.9     9   6.1  32 1018.1  23.8  23.8  19.4   MM   MM    MM
2021 01 22 00 40  80  7.0  8.0   1.9    MM   6.1  32 1018.1  23.7  23.8  19.3   MM   MM    MM
2021 01 22 00 30  80  6.0  8.0    MM    MM    MM  MM 1018.1  23.7  23.8  19.4   MM   MM    MM
2021 01 22 00 20  80  7.0  8.0    MM    MM    MM  MM 1018.2  23.7  23.8  19.1   MM   MM    MM
2021 01 22 00 10  90  7.0  8.0    MM    MM    MM  MM 1018.3  23.7  23.8  18.8   MM   MM    MM
2021 01 22 00 00  90  8.0 10.0    MM    MM    MM  MM 1018.4  23.7  23.8  18.8   MM -1.9    MM
2021 01 21 23 50  90  8.0 10.0   2.0     8   6.1  65 1018.4  23.7  23.8  19.0   MM   MM    MM
2021 01 21 23 40  90  8.0 10.0    MM    MM    MM  MM 1018.5  23.7  23.8  19.1   MM   MM    MM
2021 01 21 23 10  90  8.0 10.0    MM    MM    MM  MM 1018.9  23.7  23.8  19.4   MM   MM    MM
2021 01 21 23 00  90  8.0 10.0    MM    MM    MM  MM 1019.1  23.8  23.8  19.7   MM -1.2    MM
2021 01 21 22 50  90  8.0 10.0   1.8     8   6.1  58 1019.3  23.8  23.8  19.6   MM   MM    MM
2021 01 21 22 40  90  8.0 10.0    MM    MM    MM  MM 1019.5  23.8  23.8  19.7   MM   MM    MM
2021 01 21 22 30  90  8.0 10.0    MM    MM    MM  MM 1019.6  23.8  23.8  19.5   MM   MM    MM
2021 01 21 22 20  90  8.0 10.0    MM    MM    MM  MM 1019.8  23.7  23.8  19.9   MM   MM    MM
2021 01 21 22 10 100  8.0  9.0    MM    MM    MM  MM 1019.8  23.8  23.8  20.0   MM   MM    MM
2021 01 21 22 00  90  8.0  9.0    MM    MM    MM  MM 1019.9  23.8  23.8  19.5   MM +0.0    MM
2021 01 21 21 50  90  8.0 10.0   1.9     9   6.3  61 1019.9  23.8  23.8  19.6   MM   MM    MM
2021 01 21 21 40  90  8.0 10.0    MM    MM    MM  MM 1020.0  23.9  23.8  19.9   MM   MM    MM
2021 01 21 21 30 100  8.0 10.0    MM    MM    MM  MM 1020.1  23.8  23.8  20.0   MM   MM    MM
2021 01 21 21 20 100  8.0  9.0    MM    MM    MM  MM 1020.2  23.8  23.8  20.0   MM   MM    MM
2021 01 21 21 10  90  7.0  9.0    MM    MM    MM  MM 1020.2  23.8  23.8  20.1   MM   MM    MM
2021 01 21 21 00  90  7.0  9.0    MM    MM    MM  MM 1020.3  23.9  23.8  20.1   MM +0.9    MM
2021 01 21 20 50  90  7.0  8.0   2.0    10   6.4  45 1020.4  23.9    MM  20.2   MM   MM    MM
2021 01 21 20 40  90  7.0  9.0    MM    MM    MM  MM 1020.4  23.9  23.8  20.1   MM   MM    MM
2021 01 21 20 30  90  7.0  9.0    MM    MM    MM  MM 1020.4  23.8  23.8  20.1   MM   MM    MM
2021 01 21 20 20  90  7.0  8.0    MM    MM    MM  MM 1020.4  23.8  23.8  20.2   MM   MM    MM
2021 01 21 20 10  90  7.0  8.0    MM    MM    MM  MM 1020.4  23.8  23.8  20.1   MM   MM    MM
2021 01 21 20 00  90  7.0  8.0    MM    MM    MM  MM 1020.2  23.8  23.8  19.9   MM +1.1    MM
2021 01 21 19 50  90  7.0  9.0   1.9     9   6.1  43 1020.2  23.8  23.8  19.7   MM   MM    MM
2021 01 21 19 40  90  7.0  9.0   1.9    MM   6.1  43 1020.1  23.8  23.8  19.8   MM   MM    MM
2021 01 21 19 30 100  7.0  9.0    MM    MM    MM  MM 1019.9  23.8  23.8  20.2   MM   MM    MM
2021 01 21 19 20  90  7.0  8.0    MM    MM    MM  MM 1019.8  23.8  23.8  20.0   MM   MM    MM
2021 01 21 19 10  90  7.0  8.0    MM    MM    MM  MM 1019.7  23.7  23.8  20.0   MM   MM    MM
2021 01 21 19 00  90  6.0  8.0    MM    MM    MM  MM 1019.7  23.7  23.8  20.1   MM +1.2    MM
2021 01 21 18 50  90  7.0  8.0   2.1     8   6.3  66 1019.7  23.7  23.8  20.0   MM   MM    MM
2021 01 21 18 40  90  7.0  8.0    MM    MM    MM  MM 1019.6  23.7  23.8  19.8   MM   MM    MM
2021 01 21 18 30  90  6.0  8.0    MM    MM    MM  MM 1019.6  23.6    MM  19.7   MM   MM    MM
2021 01 21 18 20  90  6.0  8.0    MM    MM    MM  MM 1019.5  23.7  23.8  19.7   MM   MM    MM
2021 01 21 18 10 100  7.0  9.0    MM    MM    MM  MM 1019.4  23.7    MM  19.4   MM   MM    MM
2021 01 21 18 00  90  7.0  8.0    MM    MM    MM  MM 1019.4  23.6  23.8  19.6   MM +0.9    MM
2021 01 21 17 50 100  7.0  9.0   2.0     8   6.4  52 1019.3  23.6  23.8  19.7   MM   MM    MM
2021 01 21 17 40  90  7.0  9.0    MM    MM    MM  MM 1019.3  23.5    MM  19.8   MM   MM    MM
2021 01 21 17 30  90  7.0  8.0    MM    MM    MM  MM 1019.2  23.6    MM  20.1   MM   MM    MM
2021 01 21 17 20  90  6.0  8.0    MM    MM    MM  MM 1019.2  23.6    MM  20.1   MM   MM    MM
2021 01 21 17 10  90  6.0  8.0    MM    MM    MM  MM 1019.2  23.7    MM  20.2   MM   MM    MM
2021 01 21 17 00  90  6.0  8.0    MM    MM    MM  MM 1019.1  23.6  23.8  19.8   MM +0.8    MM
2021 01 21 16 50  90  6.0  8.0   2.0     8   6.2  47 1019.1  23.6    MM  20.0   MM   MM    MM
2021 01 21 16 40  90  6.0  8.0    MM    MM    MM  MM 1019.0  23.7  23.8  20.1   MM   MM    MM
2021 01 21 16 30  90  6.0  8.0    MM    MM    MM  MM 1018.9  23.7  23.8  19.8   MM   MM    MM
2021 01 21 16 20 100  7.0  8.0    MM    MM    MM  MM 1018.8  23.6  23.8  19.7   MM   MM    MM
2021 01 21 16 10  90  6.0  8.0    MM    MM    MM  MM 1018.7  23.6  23.8  19.9   MM   MM    MM
2021 01 21 16 00 100  6.0  8.0    MM    MM    MM  MM 1018.6  23.6  23.8  19.9   MM +0.0    MM
2021 01 21 15 50 100  6.0  8.0   1.9     8   6.2  45 1018.5  23.7  23.8  19.9   MM   MM    MM
2021 01 21 15 40 100  7.0  8.0    MM    MM    MM  MM 1018.5  23.6  23.8  19.7   MM   MM    MM
2021 01 21 15 30 100  7.0  8.0    MM    MM    MM  MM 1018.4  23.6  23.8  19.8   MM   MM    MM
2021 01 21 15 20 100  6.0  8.0    MM    MM    MM  MM 1018.5  23.7  23.8  20.0   MM   MM    MM
2021 01 21 15 10 100  7.0  8.0    MM    MM    MM  MM 1018.4  23.6  23.8  19.8   MM   MM    MM
2021 01 21 15 00 100  6.0  8.0    MM    MM    MM  MM 1018.4  23.7  23.8  20.0   MM -0.4    MM
2021 01 21 14 50 100  6.0  8.0   1.9     8   6.4  54 1018.4  23.7  23.8  20.1   MM   MM    MM
2021 01 21 14 40 100  7.0  8.0   1.9    MM   6.4  54 1018.4  23.6  23.8  20.2   MM   MM    MM
2021 01 21 14 30 100  7.0  9.0    MM    MM    MM  MM 1018.4  23.7  23.8  20.3   MM   MM    MM
2021 01 21 14 20 100  7.0  9.0    MM    MM    MM  MM 1018.4  23.7  23.8  19.8   MM   MM    MM
2021 01 21 14 10 100  7.0  9.0    MM    MM    MM  MM 1018.4  23.7  23.8  20.3   MM   MM    MM
2021 01 21 14 00 100  7.0  8.0    MM    MM    MM  MM 1018.4  23.7  23.8  20.1   MM -0.9    MM
2021 01 21 13 50 100  7.0  8.0   1.9     8   6.4  60 1018.4  23.7  23.8  20.0   MM   MM    MM
2021 01 21 13 40 100  7.0  8.0    MM    MM    MM  MM 1018.4  23.7  23.8  20.1   MM   MM    MM
2021 01 21 13 30  90  7.0  8.0    MM    MM    MM  MM 1018.4  23.6  23.8  20.3   MM   MM    MM
2021 01 21 13 20 100  7.0  9.0    MM    MM    MM  MM 1018.4  23.6  23.8  20.4   MM   MM    MM
2021 01 21 13 10 100  7.0  8.0    MM    MM    MM  MM 1018.5  23.7  23.8  20.4   MM   MM    MM
2021 01 21 13 00 100  7.0  9.0    MM    MM    MM  MM 1018.6  23.6    MM  20.1   MM -1.1    MM
2021 01 21 12 50 100  7.0  9.0   1.8     8   6.3  57 1018.6  23.7  23.8  20.1   MM   MM    MM
2021 01 21 12 40  90  7.0  9.0    MM    MM    MM  MM 1018.7  23.7  23.8  20.1   MM   MM    MM
2021 01 21 12 30  90  7.0  9.0    MM    MM    MM  MM 1018.8  23.7  23.8  20.2   MM   MM    MM
2021 01 21 12 20  90  8.0  9.0    MM    MM    MM  MM 1018.8  23.7  23.8  19.9   MM   MM    MM
2021 01 21 12 10  90  8.0  9.0    MM    MM    MM  MM 1018.8  23.7  23.8  20.0   MM   MM    MM
2021 01 21 12 00  90  7.0  9.0    MM    MM    MM  MM 1018.9  23.7  23.8  19.8   MM -0.8    MM
2021 01 21 11 50 100  7.0  9.0   1.9     8   6.3  48 1018.9  23.7  23.8  20.1   MM   MM    MM
2021 01 21 11 40  90  8.0  9.0    MM    MM    MM  MM 1019.0  23.7  23.8  20.2   MM   MM    MM
2021 01 21 11 30  90  7.0  9.0    MM    MM    MM  MM 1019.1  23.7  23.8  20.3   MM   MM    MM
2021 01 21 11 20  90  7.0  9.0    MM    MM    MM  MM 1019.1  23.6  23.8  20.2   MM   MM    MM
2021 01 21 11 10  90  6.0  8.0    MM    MM    MM  MM 1019.2  23.4  23.8  20.8   MM   MM    MM
2021 01 21 11 00 100  6.0  7.0    MM    MM    MM  MM 1019.3  23.2  23.8  20.5   MM -0.3    MM
2021 01 21 10 50  90  7.0  9.0   1.8     8   6.4  46 1019.4  23.3  23.8  20.6   MM   MM    MM
2021 01 21 10 40  90  7.0  8.0    MM    MM    MM  MM 1019.4  23.5  23.8  21.1   MM   MM    MM
2021 01 21 10 30  90  6.0  8.0    MM    MM    MM  MM 1019.4  23.4  23.8  21.2   MM   MM    MM
2021 01 21 10 20  80  7.0  8.0    MM    MM    MM  MM 1019.5  23.4  23.8  21.2   MM   MM    MM
2021 01 21 10 10  80  6.0  8.0    MM    MM    MM  MM 1019.5  23.6  23.8  21.3   MM   MM    MM
2021 01 21 10 00  90  6.0  8.0    MM    MM    MM  MM 1019.6  23.6  23.8  21.2   MM +0.5    MM
2021 01 21 09 50  90  6.0  7.0   1.9    12   6.4  24 1019.5  23.7  23.8  21.2   MM   MM    MM
2021 01 21 09 40  90  6.0  8.0   1.9    MM   6.4  24 1019.6  23.6  23.8  20.8   MM   MM    MM
2021 01 21 09 30  90  6.0  8.0    MM    MM    MM  MM 1019.6  23.5  23.8  21.0   MM   MM    MM
2021 01 21 09 20  90  7.0  9.0    MM    MM    MM  MM 1019.7  23.6  23.8  21.1   MM   MM    MM
2021 01 21 09 10  90  6.0  8.0    MM    MM    MM  MM 1019.8  23.7  23.8  21.1   MM   MM    MM
2021 01 21 09 00  90  6.0  8.0    MM    MM    MM  MM 1019.7  23.6  23.8  20.9   MM +1.0    MM
2021 01 21 08 50  90  7.0  8.0   2.0     9   6.4  58 1019.7  23.7  23.8  21.2   MM   MM    MM
2021 01 21 08 40  90  6.0  8.0    MM    MM    MM  MM 1019.6  23.7  23.8  21.0   MM   MM    MM
2021 01 21 08 30  90  6.0  8.0    MM    MM    MM  MM 1019.5  23.7  23.9  21.2   MM   MM    MM
2021 01 21 08 20  90  6.0  8.0    MM    MM    MM  MM 1019.6  23.7  23.8  21.4   MM   MM    MM
2021 01 21 08 10  90  6.0  8.0    MM    MM    MM  MM 1019.6  23.6  23.9  21.3   MM   MM    MM
2021 01 21 08 00  90  6.0  8.0    MM    MM    MM  MM 1019.6  23.7  23.8  21.4   MM +1.6    MM
2021 01 21 07 50  90  6.0  8.0   2.2     8   6.5  58 1019.5  23.7  23.8  21.3   MM   MM    MM
2021 01 21 07 40  90  7.0  9.0    MM    MM    MM  MM 1019.4  23.7  23.9  21.1   MM   MM    MM
2021 01 21 07 30  90  7.0  9.0    MM    MM    MM  MM 1019.4  23.6  23.9  21.0   MM   MM    MM
2021 01 21 07 20  80  7.0  9.0    MM    MM    MM  MM 1019.4  23.6  23.9  21.2   MM   MM    MM
2021 01 21 07 10  80  7.0  8.0    MM    MM    MM  MM 1019.2  23.6  23.9  21.3   MM   MM    MM
2021 01 21 07 00  80  7.0  9.0    MM    MM    MM  MM 1019.2  23.6  23.9  21.3   MM +1.9    MM
2021 01 21 06 50  80  7.0  9.0   2.3     8   6.4  62 1019.1  23.6  23.9  21.3   MM   MM    MM
2021 01 21 06 40  80  7.0  9.0    MM    MM    MM  MM 1019.1  23.7  23.9  21.3   MM   MM    MM
2021 01 21 06 30  80  7.0  9.0    MM    MM    MM  MM 1019.0  23.6  23.9  21.1   MM   MM    MM
2021 01 21 06 20  80  7.0  9.0    MM    MM    MM  MM 1018.9  23.6  23.9  21.2   MM   MM    MM
2021 01 21 06 10  80  7.0  9.0    MM    MM    MM  MM 1018.8  23.6  23.9  21.3   MM   MM    MM
2021 01 21 06 00  80  7.0  8.0    MM    MM    MM  MM 1018.7  23.4  23.9  21.4   MM +1.9    MM
2021 01 21 05 50  70  6.0  8.0   2.2     8   6.4  56 1018.7  23.2  23.9  21.3   MM   MM    MM
2021 01 21 05 40  80  7.0  9.0    MM    MM    MM  MM 1018.6  23.1  23.9  21.1   MM   MM    MM
2021 01 21 05 30  70  6.0  9.0    MM    MM    MM  MM 1018.4  23.3  23.9  21.5   MM   MM    MM
2021 01 21 05 20  70  7.0  9.0    MM    MM    MM  MM 1018.2  23.5  23.9  21.5   MM   MM    MM
2021 01 21 05 10  80  7.0 10.0    MM    MM    MM  MM 1018.1  23.5  23.9  21.4   MM   MM    MM
2021 01 21 05 00  80  7.0  9.0    MM    MM    MM  MM 1018.0  23.5  23.9  21.3   MM +1.4    MM
2021 01 21 04 50  80  8.0 10.0   2.2     8   6.4  55 1017.9  23.3  23.9  21.1   MM   MM    MM
2021 01 21 04 40  70  7.0  9.0   2.2    MM   6.4  55 1017.8  23.2  23.9  21.4   MM   MM    MM
2021 01 21 04 30  80  7.0 10.0    MM    MM    MM  MM 1017.7  22.7  23.9  20.8   MM   MM    MM
2021 01 21 04 20  70  8.0 10.0    MM    MM    MM  MM 1017.6  23.3  23.9  21.6   MM   MM    MM
2021 01 21 04 10  70  8.0 10.0    MM    MM    MM  MM 1017.4  23.2  23.9  21.6   MM   MM    MM
2021 01 21 04 00  70  8.0  9.0    MM    MM    MM  MM 1017.3  23.1  23.9  21.5   MM +0.5    MM
2021 01 21 03 50  70  7.0 10.0   2.2     9   6.5  62 1017.2  23.1  23.9  21.6   MM   MM    MM
2021 01 21 03 40  60  7.0  8.0    MM    MM    MM  MM 1017.1  22.9    MM  21.5   MM   MM    MM
2021 01 21 03 30  70  7.0  9.0    MM    MM    MM  MM 1017.2  22.8  23.9  21.3   MM   MM    MM
2021 01 21 03 20  60  8.0 10.0    MM    MM    MM  MM 1017.1  22.9  23.9  21.4   MM   MM    MM
2021 01 21 03 10  60  7.0  9.0    MM    MM    MM  MM 1016.9  22.8    MM  21.3   MM   MM    MM
2021 01 21 03 00  50  7.0  9.0    MM    MM    MM  MM 1016.8  22.8  23.9  21.3   MM -0.3    MM
2021 01 21 02 50  60  7.0  8.0   2.2     8   6.6  53 1016.7  22.5  23.9  21.1   MM   MM    MM
2021 01 21 02 40  50  7.0  9.0    MM    MM    MM  MM 1016.7  22.6  23.9  21.1   MM   MM    MM
2021 01 21 02 30  50  7.0  9.0    MM    MM    MM  MM 1016.7  22.6  23.9  20.8   MM   MM    MM
2021 01 21 02 20  60  8.0 10.0    MM    MM    MM  MM 1016.7  22.5  23.9  20.8   MM   MM    MM
2021 01 21 02 10  60  8.0 10.0    MM    MM    MM  MM 1016.6  22.8  23.9  20.9   MM   MM    MM
2021 01 21 02 00  50  8.0  9.0    MM    MM    MM  MM 1016.5  22.5  23.9  20.8   MM -1.5    MM
2021 01 21 01 50  60  8.0 11.0   2.2     9   6.6  64 1016.6  22.4  23.9  20.6   MM   MM    MM
2021 01 21 01 40  60  7.0  9.0    MM    MM    MM  MM 1016.6  22.3  23.9  20.6   MM   MM    MM
2021 01 21 01 30  60  8.0 11.0    MM    MM    MM  MM 1016.6  22.6  23.9  20.4   MM   MM    MM
2021 01 21 01 20  60  8.0 10.0    MM    MM    MM  MM 1016.5  23.0  23.9  20.0   MM   MM    MM
2021 01 21 01 10  60  8.0  9.0    MM    MM    MM  MM 1016.5  23.0  23.9  19.9   MM   MM    MM
2021 01 21 01 00  60  8.0 10.0    MM    MM    MM  MM 1016.6  22.9  23.9  19.7   MM -2.6    MM
2021 01 21 00 50  60  8.0 10.0   2.3     8   6.5  43 1016.7  22.9  23.9  19.7   MM   MM    MM
2021 01 21 00 40  60  8.0 11.0   2.3    MM   6.5  43 1016.7  22.9  23.9  19.7   MM   MM    MM
2021 01 21 00 30  60  9.0 10.0    MM    MM    MM  MM 1016.7  22.9  23.9  19.4   MM   MM    MM
2021 01 21 00 20  50  8.0 10.0    MM    MM    MM  MM 1016.8  23.0  23.9  19.3   MM   MM    MM
2021 01 21 00 10  50  8.0  9.0    MM    MM    MM  MM 1017.0  23.0  23.9  19.1   MM   MM    MM
2021 01 21 00 00  50  8.0 10.0    MM    MM    MM  MM 1017.1  23.0  23.9  19.0   MM -2.6    MM
2021 01 20 23 50  50  8.0 10.0   2.3    12   7.0 358 1017.2  23.0  23.9  18.8   MM   MM    MM
2021 01 20 23 40  50  8.0 10.0   2.3    MM   7.0 358 1017.3  23.0  23.9  18.7   MM   MM    MM
2021 01 20 23 20  50  8.0 10.0    MM    MM    MM  MM 1017.7  22.9  23.9  18.4   MM   MM    MM
2021 01 20 23 10  50  8.0 10.0    MM    MM    MM  MM 1017.9  23.0  23.9  18.7   MM   MM    MM
2021 01 20 23 00  50  8.0 10.0    MM    MM    MM  MM 1018.1  23.0  23.8  18.6   MM -1.8    MM
2021 01 20 22 50  50  8.0 10.0   2.4     8   6.8  48 1018.4  23.0  23.8  18.5   MM   MM    MM
2021 01 20 22 40  50  8.0 10.0   2.4    MM   6.8  48 1018.6  23.0  23.8  18.6   MM   MM    MM
2021 01 20 22 30  60  8.0 10.0    MM    MM    MM  MM 1018.7  23.1  23.8  18.6   MM   MM    MM
2021 01 20 22 20  60  8.0 10.0    MM    MM    MM  MM 1018.9  23.0  23.8  18.5   MM   MM    MM
2021 01 20 22 10  60  8.0  9.0    MM    MM    MM  MM 1019.0  23.0  23.8  18.8   MM   MM    MM
2021 01 20 22 00  60  8.0 10.0    MM    MM    MM  MM 1019.2  22.9  23.8  18.4   MM +0.0    MM
2021 01 20 21 50  60  8.0  9.0   2.3    11   6.5   0 1019.2  22.8  23.8  18.7   MM   MM    MM
2021 01 20 21 40  50  8.0 10.0   2.3    MM   6.5   0 1019.4  22.8  23.8  18.8   MM   MM    MM
2021 01 20 21 30  50  8.0 10.0    MM    MM    MM  MM 1019.5  22.8    MM  18.4   MM   MM    MM
2021 01 20 21 20  50  8.0 10.0    MM    MM    MM  MM 1019.5  22.9  23.8  18.3   MM   MM    MM
2021 01 20 21 10  50  8.0 10.0    MM    MM    MM  MM 1019.6  22.9  23.8  18.3   MM   MM    MM
2021 01 20 21 00  50  8.0 10.0    MM    MM    MM  MM 1019.7  22.9  23.8  18.3   MM +0.6    MM
2021 01 20 20 50  60  8.0 10.0   2.4    11   6.8 356 1019.7  23.1  23.7  17.9   MM   MM    MM
2021 01 20 20 40  50  7.0  9.0   2.4    MM   6.8 356 1019.8  23.0  23.7  17.8   MM   MM    MM
2021 01 20 20 30  50  8.0  9.0    MM    MM    MM  MM 1019.8  23.0    MM  18.0   MM   MM    MM
2021 01 20 20 20  50  8.0 10.0    MM    MM    MM  MM 1019.9  23.0  23.7  17.9   MM   MM    MM
2021 01 20 20 10  50  8.0 10.0    MM    MM    MM  MM 1019.9  23.0  23.7  18.2   MM   MM    MM
2021 01 20 20 00  50  8.0 10.0    MM    MM    MM  MM 1019.8  22.9  23.7  18.0   MM +1.2    MM
2021 01 20 19 50  50  8.0 10.0   2.6     8   7.0  61 1019.8  22.9  23.7  17.9   MM   MM    MM
2021 01 20 19 40  50  8.0 11.0    MM    MM    MM  MM 1019.7  22.8  23.7  17.8   MM   MM    MM
2021 01 20 19 30  50  8.0 10.0    MM    MM    MM  MM 1019.7  22.8  23.7  17.7   MM   MM    MM
2021 01 20 19 20  40  8.0  9.0    MM    MM    MM  MM 1019.5  22.8  23.7  17.9   MM   MM    MM
2021 01 20 19 10  50  8.0 10.0    MM    MM    MM  MM 1019.5  22.8  23.7  17.9   MM   MM    MM
2021 01 20 19 00  60  8.0 10.0    MM    MM    MM  MM 1019.4  22.8  23.7  17.8   MM +1.1    MM
2021 01 20 18 50  60  8.0 10.0   3.0     8   7.1  55 1019.4  22.7  23.7  17.8   MM   MM    MM
2021 01 20 18 40  40  8.0 10.0   3.0    MM   7.1  55 1019.4  22.6    MM  18.4   MM   MM    MM
2021 01 20 18 30  50  9.0 11.0    MM    MM    MM  MM 1019.2  22.7  23.7  18.2   MM   MM    MM
2021 01 20 18 20  50  9.0 11.0    MM    MM    MM  MM 1019.2  22.7  23.7  18.0   MM   MM    MM
2021 01 20 18 10  50  9.0 11.0    MM    MM    MM  MM 1019.0  22.7  23.7  18.0   MM   MM    MM
2021 01 20 18 00  50  9.0 10.0    MM    MM    MM  MM 1019.0  22.7  23.7  18.0   MM +1.4    MM
2021 01 20 17 50  60  8.0 11.0   2.7    11   6.9 345 1019.1  22.7  23.7  18.1   MM   MM    MM
2021 01 20 17 40  60  8.0 10.0   2.7    MM   6.9 345 1019.0  22.7  23.8  17.7   MM   MM    MM
2021 01 20 17 30  60  8.0 10.0    MM    MM    MM  MM 1019.0  22.7  23.8  17.6   MM   MM    MM
2021 01 20 17 20  60  8.0 10.0    MM    MM    MM  MM 1019.0  22.7  23.8  17.8   MM   MM    MM
2021 01 20 17 10  60  8.0 10.0    MM    MM    MM  MM 1018.8  22.7  23.8  17.4   MM   MM    MM
2021 01 20 17 00  60  7.0  9.0    MM    MM    MM  MM 1018.6  22.7  23.8  17.4   MM +0.7    MM
2021 01 20 16 50  60  7.0 10.0   3.0    12   7.2 344 1018.6  22.7  23.8  17.4   MM   MM    MM
2021 01 20 16 40  60  8.0  9.0   3.0    MM   7.2 344 1018.6  22.6  23.8  17.1   MM   MM    MM
